item code,item description,length cm,height cm,width cm,volume litre,weight kg,in EIC
DORAALBE4T,"ALBENDAZOLE, 400 mg, tab.",5.5,6,6,0.0015,0.0007,yes
DORAALUM4T,"ALUMINIUM,MAGNESIUM Hydrox165+175.5mg+CALCIUM carb 400mg tab",0,0,0,0.0156,0.0017,yes
DORAAMID7S1,"AMIDOTRIZOATE, 'GASTROGRAFIN', 76%, oral/rect., 100 ml, btl.",0,0,0,0,0,yes
DORAAMIN1T,"AMINOPHYLLINE, 100 mg, tab.",0,0,0,0.000804,0.0003,yes
DORAAMIT25T,"AMITRIPTYLINE, 25mg, tab.",0,0,0,0,0,yes
DORAAMOC1S6,"AMOXYCILLIN + AC. CLAVULANIQUE, 100+12.5/ ml, powd., 60 ml",11,5,5,0.275,0.1,yes
DORAAMOC5T6,"AMOXYCILLIN + AC. CLAVULANIQUE, 500/62.5 mg, tab.",9,7,8,0.022233,0.0022,yes
DORAAMOD2T,"AMODIAQUINE , 153mg BASE (200 mg hydrochloride), tab.",0,0,0,0,0,yes
DORAAMOX1S1,"AMOXYCILLIN, 125 mg/5 ml, powder for syrup, 100ml, btl.",0,0,0,0.379762,0.0826,yes
DORAAMOX2T,"AMOXYCILLIN, 250 mg, tab.",0,0,0,0.001212,0.0005,yes
DORAAMPH2C,"AMPHOTERICIN B, 250mg, caps",0,0,0,0,0,yes
DORAARTESP10TA,"ARTESUNATE 100mg + SULFADOXINE/PYRIMETHAMINE, 6+3tabs, Adult",0,0,0,0.033264,0.006,yes
DORAARTESP5TC,"ARTESUNATE 50mg + SULFADOXINE/PYRIMETHAMINE, 6+2tabs, Child",0,0,0,0.033264,0.006,yes
DORAARTETA,"ARTESUNATE 100mg + AMODIAQUINE 270mg,6 tabs, >14 years old",0,0,0,0.04368,0.008,yes
DORAARTETB,"ARTESUNATE 100mg + AMODIAQUINE 270mg,3 tabs, 6-13 years old",14,5,12,0.0333,0.006,yes
DORAARTETC,"ARTESUNATE 50mg + AMODIAQUINE 135mg,3 tabs, 1-5 years old",14,5,12,0.0333,0.006,yes
DORAARTETD,"ARTESUNATE 25mg + AMODIAQUINE 67.5mg,3 tabs, 2-11 months old",12,4,10,0.0333,0.006,yes
DORAARTL21TA,"ARTEMETHER 20 mg + LUMEFANTRINE 120 mg,>35kg, blister 24 tab",0,0,0,0.104,0.0206,yes
DORAARTL21TB,"ARTEMETHER 20 mg +LUMEFANTRINE 120 mg,25-35kg blister 18 tab",0,0,0,0.102,0.022,yes
DORAARTL21TC,"ARTEMETHER 20 mg +LUMEFANTRINE 120 mg,15-24kg blister 12 tab",0,0,0,0.0667,0.013,yes
DORAARTL21TD,"ARTEMETHER 20mg + LUMEFANTRINE 120mg, 5-14kg blister 6 tab",0.43,0.53,0.33,0.0001,0.02,yes
DORAASCA5T,"ASCORBIC ACID (vitamine C), 500 mg, tab.",0,0,0,0.001838,0.0009,yes
DORAATEN5T,"ATENOLOL, 50 mg, tab",11.7,1.6,5,0.004444,0.0007,yes
DORAAZIT04S,"AZITHROMYCINE, 40mg/ml, suspension, 30ml",13,5.5,7,0.014,0.0016,yes
DORAAZIT25T,"AZITHROMYCIN, 250mg, tabs/caps",0,0,0,0.015015,0.0002,yes
DORABECL2S,"BECLOMETASONE, 0.05mg/puff, 200 puffs, , inhaler",0,0,0,0,0,yes
DORABISA5T,"BISACODYL, 5 mg, tab.",0,0,0,0,0,yes
DORABUTY1T,"BUTYLHYOSCINE (butylscopolamine) BROMIDE, 10 mg, tab.",0,0,0,0.00015,0.0001,yes
DORACARA2T,"CARBAMAZEPINE, 200 mg, tabs",8,12,8,0.768,0.31,yes
DORACEFA2T,CEFALEXINE 250mg tab,0,0,0,0,0,yes
DORACEFI2T,"CEFIXIME, 200 mg, tab.",5,6,5,0.15,0.075,yes
DORACEFI4T,"CEFIXIME, 400 mg, tab.",10,2,5,0.1,0.02,yes
DORACHLM2T,"CHLORPROMAZINE HYDROCHLORIDE, 25mg, tab.",7,12,7,0.588,0.03,yes
DORACHLO1S6,"CHLORAMPHENICOL, 125 mg/5ml, syrup, 60 ml, btl.",0,0,0,0.128,0.074,yes
DORACHLO2C,"CHLORAMPHENICOL, 250 mg, caps.",0,0,0,0.001862,0.0004,yes
DORACHLQ2T,"CHLOROQUINE, 150 mg BASE, (242 mg phosphate), tab.",0,0,0,0.000704,0.0004,yes
DORACHLQ5S6,"CHLOROQUINE, 50 mg BASE/5 ml, syrup, 100 ml, btl.",0,0,0,0.20812,0.0454,yes
DORACIPR5T,"CIPROFLOXACINE HYDROCHLORIDE, 500 mg, tab.",0,0,0,0.00896,0.0015,yes
DORACLAR5T,"CLARITHROMYCIN,500mg, tab.",0,0,0,0,0,yes
DORACLID1C,CLINDAMYCIN 150mg caps,0,0,0,0,0,yes
DORACLOF1T,"CLOFAZIMINE, 100 mg, tab.",0,0,0,0,0,yes
DORACLOX2C,"CLOXACILLIN, 250 mg, caps.",0,0,0,0.001907,0.0005,yes
DORACODE3S1,CODEINE PHOSPHATE 3mg/5ml syrup for children 100ml,0,0,0,0,0,yes
DORACODE3T,"CODEINE PHOSPHATE 30mg, tab.",0,0,0,0,0,yes
DORACOTR2PS1,"COTRIMOXAZOLE, 200+40 mg/5 ml, powd. for syrup, 100 ml, btl.",0,0,0,0.325,0.0426,yes
DORACOTR48T,"COTRIMOXAZOLE,400+80 mg, breakable tab.",0,0,0,0.00144,0.0008,yes
DORADAPS1T,"DAPSONE, 100 mg, tab.",0,0,0,0,0,yes
DORADEXA5T,"DEXAMETHASONE, 0.5 mg, tab.",0,0,0,0.000512,0.0002,yes
DORADIAZ5T,"DIAZEPAM, 5 mg, tab.",0,0,0,0.000686,0.0002,yes
DORADIET5T,"DIETHYLCARBAMAZINE, 50 mg, tab.",0,0,0,0,0,yes
DORADIGO2T,"DIGOXIN, 0.25 mg, tab.",0,0,0,0.000288,0.0002,yes
DORADILO5T,"DILOXANIDE FUROATE, 500mg, tab.",0,0,0,0,0,yes
DORADOXY1T,"DOXYCYCLINE, 100 mg, tab.",0,0,0,0.000704,0.0004,yes
DORAENAL2T,"ENALAPRIL, 20mg, tab.",15,2,7,0.21,0.02,yes
DORAERGM5T,"ERGOMETRINE MALEATE, 0.5 mg, tab.",0,0,0,0.00015,0.0001,yes
DORAERYT1S1,"ERYTHROMYCIN, 125 mg/5ml, powder for syrup, 100 ml, btl.",0,0,0,0.275,0.036,yes
DORAERYT2T,"ERYTHROMYCIN, 250 mg, tab.",0,0,0,0.001694,0.0007,yes
DORAERYT5T,"ERYTHROMYCIN, 500 mg, tab.",11,11,11,1.331,0.6,yes
DORAETHL31T2,"ETHINYLOESTRADIOL 0.03mg +LEVONORGESTREL 0.15mg, plaq.28 tab",0,0,0,0.002448,0.0007,yes
DORAETHM4T,"ETHAMBUTHOL, 400 mg, breakable tab.",0,0,0,0.001815,0.0008,yes
DORAFERF20T,"FERROUS SULFATE 200 mg + FOLIC ACID 0.4 mg, tab.",0,0,0,0.000442,0.0003,yes
DORAFLUC01S,"FLUCONAZOLE, 50mg/5ml, powder for syrup, 35ml",0,0,0,0,0,yes
DORAFLUC5T,"FLUCONAZOLE, 50 mg, caps",0,0,0,0,0,yes
DORAFOLA5T,"FOLIC ACID, 5 mg, tab.",0,0,0,0.000288,0.0001,yes
DORAFURO4T,"FUROSEMIDE, 40 mg, tab.",0,0,0,0.000512,0.0003,yes
DORAGLIB5T,"GLIBENCLAMIDE, 5 mg, tab.",0,0,0,0.000448,0.0002,yes
DORAGLYT5T,"GLYCERYL TRINITRATE, 0.5 mg, sublingual tab.",0,0,0,0.000798,0.0005,yes
DORAGRIS5T,"GRISEOFULVINE, 500mg, tab.",0,0,0,0.002722,0.0008,yes
DORAHALP5T,"HALOPERIDOL, 5mg, tab.",0,0,0,0,0,yes
DORAHYDA25T,"HYDRALAZINE, 25mg, tab",5,7,5,0.175,0.02,yes
DORAHYDO5T,"HYDROCHLOROTHIAZIDE, 50 mg, tab.",0,0,0,0.000448,0.0002,yes
DORAIBUP2T,"IBUPROFEN, 200 mg, tab.",0,0,0,0.001296,0.0005,yes
DORAIODE2C,"IODIZED OIL, 200mg caps.",0,0,0,0,0,yes
DORAISON1T,"ISONIAZID (INH), 100 mg, breakable tab.",0,0,0,0.000448,0.0002,yes
DORAISON3T.,"ISONIAZID (INH), 300 mg, breakable tab.",0,0,0,0,0,yes
DORAIVER3T,"IVERMECTIN, 3 mg, tab.",0,0,0,0,0,yes
DORALACT1S15,LACTULOSE 10g/15ml monodose sachet,0,0,0,0,0,yes
DORALAMV31T,"ZIDOVUDINE (AZT) 300 mg + LAMIVUDINE (3TC) 150 mg, tab",0,0,0,0,0,yes
DORALEVN75T2,"LEVONORGESTREL 0.75mg, box 2 tabs",8,2,3,0.048,0.02,yes
DORAMEBE1T,"MEBENDAZOLE, 100 mg, tab.",0,0,0,0.0009,0.0004,yes
DORAMEFL2T,"MEFLOQUINE, 250 mg, tab.",0,0,0,0.00343,0.0007,yes
DORAMETF5T,"METFORMIN HYDROCHLORIDE, 500mg, tab.",11,14,11,1.694,0.75,yes
DORAMETN1S1,"METRONIDAZOLE 125mg/5ml, powder for susp 100ml bottle",0,0,0,0.037976,0.0826,yes
DORAMETN25T,"METRONIDAZOLE, 250 mg, tab.",0,0,0,0.001296,0.0007,yes
DORAMETN5T,"METRONIDAZOLE, 500 mg, tab.",0,0,0,0,0,yes
DORAMETO1T,"METOCLOPRAMIDE HYDROCHLORIDE, 10 mg, tab.",0,0,0,0.000275,0.0002,yes
DORAMETY2T,"METHYLDOPA, 250 mg, tab.",0,0,0,0.0009,0.0004,yes
DORAMISO2T,"MISOPROSTOL 200 microgr., tab.",0,0,0,0,0,yes
DORAMULT1T,"MULTIVITAMIN, tab.",0,0,0,0.000254,0.0001,yes
DORANALA5T,"NALIDIXIC ACID, 500 mg, tab.",0,0,0,0.001584,0.0009,yes
DORANEVI2T,"NEVIRAPINE, 200mg, tab.",0,0,0,0,0,yes
DORANEVI5S,"NEVIRAPINE, 50mg/5ml, susp. 240 ml",0,0,0,0,0,yes
DORANICL5T,"NICLOSAMIDE,500 mg,chewable tab.",0,0,0,0,0,yes
DORANICO5T,"NICOTINAMIDE (vitamine PP), 100 mg, tab.",11,2,6,0.132,0.02,yes
DORANIFE1C,"NIFEDIPINE, 10mg, caps.",0,0,0,0,0,yes
DORANITR1T,"NITROFURANTOIN, 100 mg, tab.",0,0,0,0.0009,0.0003,yes
DORANYST1L,"NYSTATIN, 100.000 IU, for mouth, tab.",0,0,0,0.00216,0.0004,yes
DORANYST1S,"NYSTATINE, 100 000 IU, suspension, 24ml",0,0,0,0,0,yes
DORAOMEP2T,"OMEPRAZOLE, 20 mg, tab.",33,9,13,3.861,0.45,yes
DORAORSA2S,"ORAL REHYDRATION SALTS (O.R.S.), sachet 20.5 g/1 L",8.7,1,0.85,0.007395,0.025,yes
DORAORSA3S,MIX REHYDRAT. severe malnourished ReSoMal sachet 84g/2 L,0,0,0,0,0,yes
DORAPARA10T,"PARACETAMOL (acetaminophen), 100 mg, tab.",0,0,0,0.000288,0.0001,yes
DORAPARA1S2,"PARACETAMOL (acetaminophen), 120 mg/5 ml, syrup, 200 ml, btl",7,14,6,0.588,0.4,yes
DORAPARA5T,"PARACETAMOL (acetaminophen), 500 mg, tab.",0,0,0,0.001296,0.0007,yes
DORAPENA2T,"PENTAZOCINE, 25 mg, tab.",0,0,0,0.00144,0.0005,yes
DORAPENIV2T,"PENICILLIN PHENOXYMETHYL (peni V), 250 mg, tab.",0,0,0,0.001206,0.0005,yes
DORAPHEN5T,"PHENOBARBITAL, 50 mg, tab.",0,0,0,0.00049,0.0002,yes
DORAPHEY1T,"PHENYTOIN SODIUM, 100 mg, tab.",0,0,0,0.000448,0.0002,yes
DORAPIVM2T,PIVMECILLINAM HYDROCHLORIDE 200mg tab.,0,0,0,0,0,yes
DORAPOTC6ST,"POTASSIUM CHLORIDE, 600 mg, slow release tab.",0,0,0,0.001664,0.001,yes
DORAPOTI1T,"POTASSIUM IODINE, 130 mg, breakable tab.",0,0,0,0,0,yes
DORAPRAZ6T,"PRAZIQUANTEL, 600 mg, tab.",0,0,0,0.00256,0.001,yes
DORAPRED5T,"PREDNISOLONE, 5 mg, tab.",0,0,0,0.00016,0.0001,yes
DORAPRIM15T,"PRIMAQUINE DIPHOSPHATE, 15mg base, tab.",0,0,0,0.0002,0.0001,yes
DORAPROM2T,"PROMETHAZINE HYDROCHLORIDE, 25 mg, tab.",7,12,7,0.0005,0.0003,yes
DORAPYRI5T,"PYRIDOXINE (vitamine B6), 50 mg, tab.",0,0,0,0.000448,0.0002,yes
DORAPYRZ5T,"PYRAZINAMIDE, 500 mg, tab.",0,0,0,0.002016,0.0008,yes
DORAQUIN3T,"QUININE SULFATE, 300 mg, tab.",0,0,0,0.001979,0.0007,yes
DORARANI1T,"RANITIDINE, 150 mg, tab.",0,0,0,0.016497,0.0033,yes
DORARETI20C,"RETINOL (vitamine A), 200.000 IU, soft gelatine caps.",0,0,0,0.001152,0.0005,yes
DORARETI5C,"RETINOL (vitamine A), 50.000 IU, caps.",0,0,0,0.001152,0.0004,yes
DORARIFA1C,"RIFAMPICINE, 150 mg, caps.",0,0,0,0,0,yes
DORARIFA3C,"RIFAMPICINE, 300 mg, caps.",0,0,0,0.001152,0.0005,yes
DORARISO31T,"RIFAMPICINE 300 mg + ISONIAZIDE 150 mg, tab.",0,0,0,0,0,yes
DORARISP174T,"RIFAMPICINE 150 mg + ISONIAZIDE 75 mg + PYRAZ. 400 mg, tab.",0,0,0,0,0,yes
DORASALB2S,"SALBUTAMOL, 0.1mg/puff, 200 puffs, inhaler",0,0,0,0.24,0.044,yes
DORASALB4T,"SALBUTAMOL, 4 mg, tab.",0,0,0,0.000512,0.0002,yes
DORASPIR2T,"SPIRONOLACTONE, 25mg, tab.",0,0,0,0,0,yes
DORASULP5T,"SULFADOXINE 500 mg + PYRIMETHAMINE 25 mg, tab.",0,0,0,0.0016,0.0007,yes
DORATHIA5T,"THIAMINE HYDROCHLORIDE (vitamine B1), 50 mg, tab.",0,0,0,0.000512,0.0003,yes
DORATRAM5C,"TRAMADOL, 50 mg, caps.",0,0,0,0.0056,0.0007,yes
DORATRIL2T,"TRICLABENDAZOLE 250mg, tab",0,0,0,0,0,yes
DORAVALP2T,"VALPROATE SODIUM, 200mg, tab.",0,0,0,0,0,yes
DORAVERA4T,"VERAPAMIL HYDROCHLORIDE 40mg, tab.",0,0,0,0,0,yes
DORAWARF2T,"WARFARINE SODIUM 2mg, tab.",0,0,0,0,0,yes
DORAYINC20T,"ZINC SULFATE eq 20mg Zn, dispersible tab",0,0,0,0.002853,0.0009,yes
DVASIHEPB5A,"IMMUNOGLOBULINS, HEPATITE B, 500 UI/ 5ml, syr.",10.8,6.2,3,0.20088,0.15,yes
DVASIMMD1S,"IMMUNOGLOBULINE ANTI D, 100mcg/ml, 2ml, syr.",0,0,0,0,0,yes
DVASIRAB1V2,"IMMUNOGLOBULINS, ANTIRABIES, 150 IU/ml, 2ml, vial",7,4,3,0.084,0.0167,yes
DVASITET2S2,"IMMUNOGLOBULINS, ANTITETANUS, 250 UI/ml, 1ml, prefilled syr.",0,0,0,0.1386,0.15,yes
DVASVTET4A,"VACCINE, TETANUS, 40 IU, 1 dose, amp.",0,0,0,0.117,0.016,yes
EBUICEMEP455,"CEMENT, Portland 45, 50kg, bag",0,0,0,0,50,yes
EBUIWOOBP09M,"PLYWOOD, board, 9mm, 1.22 x 2.44m, 9 plies, marine",0,0,0,0,0,yes
EBUIWOODPW16,"WOOD PLANK, weather board 21x150mm (13/16""x 6""), L: 4.2m",0,0,0,0,0,yes
EBUIWOODT204,"WOOD BEAM, cypress 50 x 100mm (2""x 4""), L: 4m",0,0,0,0,0,yes
EELEBATT1604,"BATTERY, dry cell, alkaline, 9V (1604A) 17.5 x 26.5 x 48.5mm",5,1.5,2.5,0.05,0.05,yes
EELEBATTCH12V,"BATTERY CHARGER AA & AAA NiMh accus 110 & 240V, 12V compact",16,7,16,1.792,0.46,yes
EELEBATTLR03,"BATTERY, dry cell, alkaline, 1.5V, AAA (LR3), 10.5 x 40.5mm",1.8,1.5,5.3,0.011,0.012,yes
EELEBATTLR06,"BATTERY, dry cell, alkaline, 1.5V, AA (LR6), 14.5 x 50.5mm",1.8,1.5,5.3,0.0165,0.025,yes
EELEBATTLR14,"BATTERY, dry cell, alkaline, 1.5V, C (LR14), 26 x 50 mm",4.9,2.5,2.5,0.063,0.054,yes
EELEBATTLR20,"BATTERY, dry cell, alkaline, 1.5 V, D (LR20) 34 x 61.5 mm",6,3.3,3.3,0.1,0.115,yes
EELEBATTRR03,"BATTERY, rechargeable, 1.2V, AAA (LR03) 10.5x44.5mm - NimH",4.5,1,4.5,0.011,0.012,yes
EELEBATTRR06,"BATTERY, rechargeable, Ni-Mh - 1.2V, AA (LR6) 14.5 x 50.5mm",5,1.5,3,0.0165,0.025,yes
EELEBATTRR14,"BATTERY, rechargeable, Ni-Mh, 1.2V, C (LR14), 26 x 50 mm",5,2.5,2.5,0.063,0.054,yes
EELEBATTRR20,"BATTERY, rechargeable, Ni-Mh, 1.2V, D(LR20), 34 x 61,5 mm",6,3.1,3.1,0.1,0.115,yes
EELEBATTUNCH,"BATTERY CHARGER, for AAA,AA,C,D,9V NiMh accus, 230 V, 12V",39,8,23,7.176,0.8,yes
EELEBULBESE144,"BULB, frosted energy saver C - halog.- E14 - 230 V equ. 40 W",0,0,0,0,0,yes
EELEBULBESE146,"BULB, frosted, energy saver C -halog.- E14 - 230 V equ. 60 W",0,0,0,0,0,yes
EELEBULBESE2710,"BULB, frosted, energy saver C -halog.- E27 - 230 V equ.100 W",0,0,0,0,0,yes
EELEBULBESE2715,"BULB, frosted, energy saver C -halog.- E27 - 230 V equ.150 W",0,0,0,0,0,yes
EELEBULBESE276,"BULB, frosted, energy saver C -halog.- E27 - 230 V equ. 60 W",0,0,0,0,0,yes
EELEBULBESE277,"BULB, frosted, energy saver C -halog.- E27 - 230 V equ. 75 W",0,0,0,0,0,yes
EELEBULBLCE146,"BULB, low consump. A - fluores.- E14-10000h -230 V equ. 60 W",0,0,0,0,0,yes
EELEBULBLCE2710,"BULB, low consump. A - fluores.- E27-10000h -230 V equ.100 W",0,0,0,0,0,yes
EELEBULBLCE2715,"BULB, low consump. A - fluores.- E27-10000h -230 V equ.150 W",0,0,0,0,0,yes
EELEBULBLCE277,"BULB, low consump. A - fluores.- E27-10000h -230 V equ. 75 W",0,0,0,0,0,yes
EELEECAB1602,"CABLE, elect. flex., 2x16mm2, black and red, outdoor, meter",0,0,0,0,0,yes
EELEECABE061,"CABLE, elect. flexible, earth, 1 x 6 mm2, outdoor use, meter",0,0,0,0,0,yes
EELEECABE101,"CABLE, elect. earth, braided tined copper, 10 mm2, meter",0,0,0,0,0,yes
EELEECABF102,"CABLE, elect. flexible, 2x10mm2, outdoor use, per m",0,0,0,0,0,yes
EELEECABF152,"CABLE, elect. flexible, 2 x 1.5mm2, indoor use, white, meter",0,0,0,0,0,yes
EELEECABF252,"CABLE, elect. flexible, 2 x 2.5mm2, indoor use, white, meter",0,0,0,0,0,yes
EELEECABF253,"CABLE, elect. flexible, 3 x 2.5mm2, outdoor use, black, met.",0,0,0,0,0,yes
EELEECABF420,"CABLE, elect. flexible, 2 x 4mm2, indoor use, white, meter",0,0,0,0,0,yes
EELEECABF430,"CABLE, elect. flexible, 3 x 4mm2, outdoor use, black, meter",0,0,0,0,0,yes
EELEECABF61B,"CABLE, elect. flexible, black, 1 x 6mm2, indoor use, meter",16.5,3.6,15.5,0.9207,1.26,yes
EELEECABF61R,"CABLE, elect. flexible, red, 1 x 6mm2, indoor use, metre",30,1.7,30,1.53,1.3,yes
EELEECABF620,"CABLE, elect. flexible, 2x6mm2, outdoor, black & red - per m",0,0,0,0,0,yes
EELEECABR253,"CABLE, elect. rigid, 3 x 2.5 mm2, grey, indoor use, metre",0,0,0,0,0,yes
EELEECABRR15,"CABLE, elect. rigid, 1 x 1.5mm2, red, indoor use, meter",0,0,0,0,0,yes
EELEECONIR19,"TAPE, insulating, PVC coated canvas, 19mm x 30m, black",8.5,1.9,0.7,0.0113,0.1,yes
EELEINVT150P,INVERTER DC/AC 12/220V 150 VA maximum power,22,6,11,1.452,0.47,yes
EELEINVT2.3KVA,"INVERTER/CHARGER, full sinus Studer C2600, 2300VA, 24V/230V",63,25,31,48.825,21.25,yes
EELEINVT500P,"INVERTER DC/AC 12V/220V, sinus, ""Domino III"", 500W",41,21,25,21.525,6.2,yes
EELELAMPEME1,"LAMP, rechargeable 220V, portable, automatic switch on",34,6,8,1.632,0.55,yes
EELELAMPHEA2,"LAMP, FRONTAL, head band, 3 leds, use 2 AAA batteries",18.5,4.5,14,1.1655,0.1,yes
EELELAMPHEAD,"LAMP, FRONTAL, head band, (use 2 AA batteries LR 6)",0,0,0,1,0.2,yes
EELELAMPMAG,"TORCH LAMP, waterproof, works on 2 D/LR20  bat. not included",0,0,0,1,0.5,yes
EELELAMPMAG1,"LAMP, TORCH, Maglite Medium, waterproof, 3 D/LR20 batteries",38,6,12.5,2.85,0.5,yes
EELELAMPMAGB,"BULB, SPARE, for lamp Maglite Medium 2 D/LR20 batteries",0,0,0,0.1,0.01,yes
EELELAMPMAM1,"LAMP, TORCH, Magnesium case, LED, waterproof, 2 AA/LR6 bat.",0,0,0,0.5,0.11,yes
EELELAMPMAMB,"BULB, SPARE, for lamp Maglite Mini 2 AAA/LR03 batteries",12,0.5,3,0.018,0.004,yes
EELELAMPMARE,"LAMP, TORCH, rechargeable",0,0,0,1.5,0.3,yes
EELELAMPSP20,LAMP + rechargeable Accu by winding handle and 230V charger,25,9,19,4.275,0.65,yes
EELELAMPTO24,"BULB, for torch lamp with 2 batteries, screw type, 2.4V",0,0,0,0,0,yes
EELELAMPTOSO,"LAMP, TORCH, solar, integrated solar panel",19,8,8,1.216,0.36,yes
EELESOLBA080,"BATTERY, sealed, 12V, 80 Ah, solar/radio",38,22,20,16.72,25.35,yes
EELESOLBA150,"BATTERY, sealed, 12V, about 150Ah, solar/radio",52,37,21,40.404,56,yes
EELESOLBA200,"BATTERY, sealed, 12V, about 200Ah, solar/radio",56,37,27,55.944,75,yes
EELESTAB0012,"VOLTAGE STABILIZER, 1200VA, 230V, electronic ctrl, one phase",34,28,21,19.992,9.1,yes
EELESTAB0015,"VOLTAGE STABILIZER, 3 phases independent 400V/230V, 15 KVA",0,0,0,0,0,yes
EELESTAB0020,"VOLTAGE STABILIZER, 3 phases independent 400V/230V, 20 KVA",0,0,0,0,0,yes
EELESTAB0025,"VOLTAGE STABILIZER, 3 phases independent 400V/230V, 25 KVA",0,0,0,1550,700,yes
EELESTAB0030,"VOLTAGE STABILIZER, 3 phases independent 400V/230V, 30 KVA",0,0,0,0,0,yes
EELESTAB0045,"VOLTAGE STABILIZER, 3 phases independent 400V/230V, 45 KVA",0,0,0,0,0,yes
EELESTAB0060,"VOLTAGE STABILIZER, 3 phases independent 400V/230V, 75 KVA",0,0,0,0,0,yes
EELESTAB0100,"VOLTAGE STABILIZER, 3 phases independent 400V/230V, 100 KVA",0,0,0,0,0,yes
EELESTAB0125,"VOLTAGE STABILIZER, 3 phases independent 400V/230V, 125 KVA",0,0,0,0,0,yes
EELESTAB0150,"VOLTAGE STABILIZER, 3 phases independent 400V/230V, 150 KVA",0,0,0,0,0,yes
EELESTAB0175,"VOLTAGE STABILIZER, 3 phases independent 400V/230V, 175 KVA",0,0,0,0,0,yes
EELESTAB0200,"VOLTAGE STABILIZER, 3 phases independent 400V/230V, 200 KVA",0,0,0,0,0,yes
EELESTABVGUARD,"VOLTGUARD, Euro / Schucko CEE7/7 plug and socket",22,9.8,9,1.9404,0.28,yes
EELESWITI002,"SWITCH, CHANGE OVER, ""Main/Off/Generator"", 25A, 4 lines",0,0,0,1,0.1,yes
EELESWITI006,"SWITCH, CHANGE OVER, ""Main/Off/Generator"", 64A, 4 lines",0,0,0,1,0.3,yes
EGENDIGE003T,"GENERATOR, 3.3kVA, 220/240V diesel",0,0,0,200,65,yes
EGENDIGE006T,"GENERATOR, 6kVA, 240/400V tri. diesel, 1500rpm",0,0,0,1200,450,yes
EGENDIGE007T,"GENERATOR, 7.5kVA, 240/400V tri. diesel, 1500rpm",0,0,0,1570,480,yes
EGENDIGE012T,"GENERATOR, 12kVA, 240/400V tri. diesel, 1500rpm",0,0,0,1570,500,yes
EGENDIGE015T,"GENERATOR, 15kVA, 240/400V tri. diesel, 1500rpm",0,0,0,1570,500,yes
EGENDIGE020T,"GENERATOR, 20kVA, 240/400V, diesel, noise reducer canopy",0,0,0,2000,680,yes
EGENDIGE030T,"GENERATOR, 30kVA, 240/400V, diesel, noise reducer canopy",0,0,0,4000,960,yes
EGENDIGE034T,"GENERATOR, 34kVA, 240/400V, diesel, noise reducer canopy",0,0,0,4000,1350,yes
EGENDIGE060T,"GENERATOR, 60kVA, 240/400V, diesel, noise reducer canopy",0,0,0,4600,1350,yes
EGENDIGE067T,"GENERATOR, 67kVA, 240/400V, diesel, noise reducer canopy",0,0,0,4600,1350,yes
EGENDIGE100T,"GENERATOR, 100kVA, 240/400V, diesel, noise reducer canopy",0,0,0,4900,1600,yes
EGENDIGE110T,"GENERATOR, 110kVA, 240/400V, diesel, noise reducer canopy",0,0,0,4900,1600,yes
EGENDIGE150T,"GENERATOR, 150kVA, 240/400V, diesel, noise reducer canopy",0,0,0,7000,2300,yes
EGENDIGE170T,"GENERATOR, 170kVA, 240/400V, diesel, noise reducer canopy",0,0,0,7000,2300,yes
EGENDIGE200T,"GENERATOR, 200kVA, 240/400V, diesel, noise reducer canopy",0,0,0,7000,2400,yes
EGENDIGE280T,"GENERATOR, 280kVA, 240/400V, diesel, noise reducer canopy",0,0,0,11000,2900,yes
EGENDIGE340T,"GENERATOR, 340kVA, 240/400V, diesel, noise reducer canopy",0,0,0,11000,3500,yes
EGENGZORW180,"WELDING MACHINE, mobile, 180A max., diesel engine 220/380V",0,0,0,430,135,yes
EGENHOND0070,"GENERATOR ""Honda"" EX7, 0.7KVA, 220V, noise reduction",0,0,0,45,15,yes
EGENHOND0300,"GENERATOR ""Honda"" EU30IS, 3.0KVA, 230V, petrol, noise reduct",0,0,0,210,65,yes
EGENHOND0400,"GENERATOR ""Honda"" EX4000, 4KVA, 230V, petrol",0,0,0,370,130,yes
EHDWBACLH015,"BAND CLIP, for hose pipe, high torque, 15-20mm",4.4,1.6,3.4,0.023936,0.02,yes
EHDWBACLH020,"BAND CLIP, for hose pipe, high torque, 20-32mm",0,0,0,0.03,0.022,yes
EHDWBACLH025,"BAND CLIP, for hose pipe, high torque, 25-40mm",5.3,1.6,4.3,0.036464,0.024,yes
EHDWBACLH050,"BAND CLIP, for hose pipe, high torque, 50-70mm",7,1,7,0.049,0.04,yes
EHDWBACLH077,"BAND CLIP, for hose pipe, high torque, 77-95mm",11,1.6,10,0.176,0.05,yes
EHDWBACLH080,"BAND CLIP, for hose pipe, high torque, 80-100mm",11.5,1.6,10.5,0.1932,0.04,yes
EHDWBACLH087,"BAND CLIP, for hose pipe, high torque, 87-112mm",12.5,1.6,11.5,0.23,0.04,yes
EHDWGLUEARA1,"GLUE, epoxy 2 components, rapid, 2 tubes 15ml",18,2,12,0.432,0.055,yes
EHDWGLUECYA1,"GLUE, cyanolite, rapid, precision, all materials, tube 3ml",0,0,0,0.2376,0.025,yes
EHDWGLUEL243,"GLUE, Loctite n.243, blue thread lock, btl. 50ml",0,0,0,0,0,yes
EHDWGLUENEO1,"GLUE, neoprene contact, tube 120g",22,4,5,0.44,0.15,yes
EHDWGLUENEO3,"GLUE, neoprene contact, tin 300g",20,4,6,0.48,0.15,yes
