Warehouse,Category,Item Name,Catalog,Tracking Number,Comments,Unit of Measure,Currency,Unit Value,Quantity,Supplier/Donor
FO1 WAREHOUSE,Medical Equipment/Supplies,"COVERALL, Medium, White, Inset Sleeve, Zipper Closure, Attached Aqua Track Boots, Elastic Wrist, Ankle & Back (25pcs/case)",,,,cs,PHP,7211.37,5,Second Harvest Japan
FO1 WAREHOUSE,Medical Equipment/Supplies,"COVERALL, Small, Blue, Inset Sleeve, Zipper Closure, Tapered Collar, Elastic Wrist, Ankle & Back (25pcs/case)",,,,cs,PHP,7211.37,20,Second Harvest Japan
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"C-Perlin (19ft & 2.25"" x 4"" x 2"")",,,,pcs,PHP,770.54,1435,China (RN 07-11-013
FO1 WAREHOUSE,Medical Equipment/Supplies,"Crutch, forearm, aluminum, used (4ft)",,,,pair,PHP,300,1,"Dubai, UAE (RN 2010-08-006)"
FO1 WAREHOUSE,Houseware Supplies,"Cups, plastic with handle regular size",,,,pcs,PHP,8.99,2852,Emmaiah Mktg
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Decorative Boarder Tiles  25x33cm 10pcs/box - Ceramics,,,,bx,PHP,275,50,BOC (RN 08-10-013)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Decorative Boarder Tiles 10x30cm 20pcs/box - Ceramics,,,,bx,PHP,200,25,BOC (RN 08-10-013)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Decorative Boarder Tiles 10x33cm 22pcs/box - Ceramics,,,,bx,PHP,275,280,BOC (RN 08-10-013)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Decorative Boarder Tiles 5x20cm - Ceramics,,,,pcs,PHP,8.5,9440,BOC (RN 08-10-013)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Decorative Boarder Tiles 5x20cm 60pcs/box - Ceramics,,,,bx,PHP,510,70,BOC (RN 08-10-013)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Decorative Boarder Tiles 5x30cm 40pcs/box - Ceramics,,,,bx,PHP,200,33,BOC (RN 08-10-013)
FO1 WAREHOUSE,Food Items,"Del Monte Fresh Cut Whole KernelCorn, 420g",,,,cans,PHP,0,9,ACS of the Philippines
FO1 WAREHOUSE,Food Items,"Del Monte Sweetened Pineapple, 1.36L",,,,cans,PHP,0,10,ACS of the Philippines
FO1 WAREHOUSE,Food Items,"Del Monte Tidbits Pineapple, 227g",,,,cans,PHP,0,6,ACS of the Philippines
FO1 WAREHOUSE,Houseware Supplies,"Dust mask, FOAM",,,,pcs,PHP,6.5,14900,Wyler Enter
FO1 WAREHOUSE,Medical Equipment/Supplies,"EASY DONNING TYVEK SLEEVE, Clean Room Whites, (50pairs/case)",,,,cs,PHP,10288.02,34,Second Harvest Japan
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Electrical outlet,,,,pcs,PHP,58.83,300,China (RN 07-11-013)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Electrical wire 10mm,,,,roll,PHP,830.8,199,China (RN 07-11-013)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Electrical wire 16mm,,,,roll,PHP,2492.42,202,China (RN 07-11-013)
FO1 WAREHOUSE,Repacked,"Family Food Packs (3kilos Rice, 5tins Sardines, 5tins Corned Beef)",,,,pck,PHP,251.99,1,"NFA, Maple, Columbus, Pacific"
FO1 WAREHOUSE,Repacked,"Family Food Packs (3kilos Rice, 5tins Sardines,3tins Corned Beef, 6pcs Coffee)",,,,pck,PHP,249.4,253,"NFA, Universal, 4H, Puregold"
FO1 WAREHOUSE,Repacked,"Family Food Packs (3kilos Rice, 5tins Sardines,5tins Corned Beef, 6pcs Coffee)",,,,pck,PHP,249.1,4,"NFA, Universal, Foodsphere, Puregold"
FO1 WAREHOUSE,Repacked,"Family Food Packs (3kilos Rice, 5tins Sardines,5tins Corned Beef, 8pcs Coffee)",,,,pck,PHP,252.15,2752,"NFA, Universal, Foodsphere, Puregold"
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Flourescent modulator tube,,,,pcs,PHP,79.87,369,China (RN 07-11-013)
FO1 WAREHOUSE,Food Items,"Fortified Soy Protein Meal Packages, 254g",,,,pck,PHP,50,731,Second Harvest Japan
FO1 WAREHOUSE,Medical Equipment/Supplies,"FROCKS, Medium, Blue Raglan Sleeve, Elastic Wrist, Snap Collar, Snap Close (30pcs/case)",,,,cs,PHP,13382.72,68,Second Harvest Japan
FO1 WAREHOUSE,Medical Equipment/Supplies,"FROCKS, Medium, white Raglan Sleeve, Elastic Wrist, Snap Collar, Snap Close (25pcs/case)",,,,cs,PHP,13382.72,10,Second Harvest Japan
FO1 WAREHOUSE,Medical Equipment/Supplies,"FROCKS, Small, white Raglan Sleeve, Elastic Wrist, Snap Collar, Snap Close (25pcs/case)",,,,cs,PHP,13120.14,29,Second Harvest Japan
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Generator,,,,Unit,PHP,37725,2,JICA (RN 08-06-007)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"Generator, Model JD3800/E",,,,unit,PHP,17517.26,77,China (RN 07-11-013)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Glass louvre  5mmx100x1215mm ,,,,sets,PHP,599.78,1053,China (RN 07-11-013
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Glass louvre 5mmx100x860mm,,,,sets,PHP,539.52,290,China (RN 07-11-013
FO1 WAREHOUSE,Houseware Supplies,"Glass, plastic, drinking, 340ml capacity",,,,pcs,PHP,6.9,1952,Merla B. Andres
FO1 WAREHOUSE,Medical Equipment/Supplies,"GLOVES, Kavlar Shell with blue dipped latex, Size 8""",,,,pairs,PHP,10,384,Second Harvest Japan
FO1 WAREHOUSE,Medical Equipment/Supplies,"GLOVES, Kavlar Shell with blue dipped latex, Size 9""",,,,pairs,PHP,10,2080,Second Harvest Japan
FO1 WAREHOUSE,Medical Equipment/Supplies,"GOWN, Universal,  Blue, Full Cover w/ Banded Ties, Elastic Wrist (50pcs/case)",,,,cs,PHP,11247.67,50,Second Harvest Japan
FO1 WAREHOUSE,Medical Equipment/Supplies,"HYDRATION SYSTEM, Platypus Big Zip II, 1.8 Liters Capacity",,,,sets,PHP,1000,100,Second Harvest Japan
FO1 WAREHOUSE,Medical Equipment/Supplies,"HYDRATION SYSTEM, Platypus, 2.0 Liters Capacity",,,,sets,PHP,1200,998,Second Harvest Japan
FO1 WAREHOUSE,Medical Equipment/Supplies,"HYDRATION SYSTEM, Platypus, Hoser,  3.0 Liters Capacity",,,,sets,PHP,1500,128,Second Harvest Japan
FO1 WAREHOUSE,Personal Hygiene,Hygiene Kit bag,,,,pcs,PHP,0,151,UNICEF
FO1 WAREHOUSE,Medical Equipment/Supplies,"INFECTION PROTECTION KIT (composed of: 7pcs N95 Mask, 10pcs Powdered free synthetic gloves & 7 pcs Sanitary wipes) 12packs/case",,,,pck,PHP,245.95,2176,Second Harvest Japan
FO1 WAREHOUSE,Medical Equipment/Supplies,"INFLATABLE MATTRESS, Therma Rest, Medium Lite",,,,pcs,PHP,3437.65,20,Second Harvest Japan
FO1 WAREHOUSE,Houseware Supplies,"Jug, water, plastic with handle & faucet (5 gallons capacity) blue",,,,pcs,PHP,132,9000,Lokal Industries
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Junction Box ,,,,pcs,PHP,99,300,China (RN 07-12-015)
FO1 WAREHOUSE,Houseware Supplies,"Kaldero (iron kettle), family size",,,,pcs,PHP,229,2056,A. M. Ramos
FO1 WAREHOUSE,Houseware Supplies,"Kaldero, big,  for community kitchen",,,,pcs,PHP,2500,62,Lokal Industries
FO1 WAREHOUSE,Houseware Supplies,"Kawa, big, for community kitchen",,,,pcs,PHP,1286,80,Emmaiah Mktg
FO1 WAREHOUSE,Houseware Supplies,"Laddle, aluminum, jumbo",,,,pcs,PHP,45,85,Merla B. Andres
FO1 WAREHOUSE,Houseware Supplies,"Laddle, aluminum, regular size",,,,pcs,PHP,19.68,2650,Merla B. Andres
FO1 WAREHOUSE,Houseware Supplies,Laddles and stirrer,,,,pcs,PHP,0,151,UNICEF
FO1 WAREHOUSE,Houseware Supplies,"Laminated sacks, 8ftx100m",,,,rolls,PHP,2658.88,900,Lokal Industries
FO1 WAREHOUSE,Houseware Supplies,"Mats, plastic, 72x80, family size",,,,pcs,PHP,154,5755,A. M. Ramos
FO1 WAREHOUSE,Sleeping Gear,"Mosquito Net, nylon, super extra, asst color1",,,,pcs,PHP,188.88,1598,Lokal Industries
FO1 WAREHOUSE,Sleeping Gear,"Mosquito Net, nylon, super extra, asst color2",,,,pcs,PHP,190,6500,A. M. Ramos
FO1 WAREHOUSE,Sleeping Gear,"Mosquito Net, nylon, super extra, asst color3",,,,pcs,PHP,178.88,10000,Lokal Industries
FO1 WAREHOUSE,Food Items,"Noodles, 55gx72pcs",,,,cs,PHP,468,2,Ms. Santamira
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"Paint, Acrylic Emulsion (18liters/can)",,,,cans,PHP,1350,15,"Phil. Consulate Jeddah, Saudi (RN 2010-07-005)"
FO1 WAREHOUSE,Clothings,"Panty, ladies 1packx6pcs/pack (S-25packsx6pcs = 150pcs; M-23packsx6pcs = 138pcs; L-13packsx6=78pcs; XL-4packsx6=24pcs)",,,,box,PHP,11700,1,Winace Holding Company
FO1 WAREHOUSE,Houseware Supplies,"Plate, stainless",,,,pcs,PHP,0,88,UNICEF
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Protective suit,,,,pcs,PHP,1000,744,China (RN 07-06-007)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"PVC Cap, 2ﾔ ",,,,pcs,PHP,15,1220,China (RN 07-12-015)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"PVC Cap, 4ﾔ ",,,,pcs,PHP,40,1340,China (RN 07-12-015)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"PVC Coupling, ﾽﾔ ",,,,pcs,PHP,20,1350,China (RN 07-12-015)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"PVC Coupling, 2ﾔ ",,,,pcs,PHP,30,1170,China (RN 07-12-015)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"PVC Coupling, 4ﾔ ",,,,pcs,PHP,40,1292,China (RN 07-12-015)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"PVC Elbow, ﾽﾔ X 90 ﾰ ",,,,pcs,PHP,30,1300,China (RN 07-12-015)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"PVC Elbow, 2ﾔ X 45 ﾰ ",,,,pcs,PHP,50,1160,China (RN 07-12-015)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"PVC Elbow, 2ﾔ X 90 ﾰ ",,,,pcs,PHP,80,1214,China (RN 07-12-015)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"PVC Elbow, 4ﾔ X 45 ﾰ ",,,,pcs,PHP,120,1220,China (RN 07-12-015)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"PVC Elbow, 4ﾔ X 90 ﾰ ",,,,pcs,PHP,150,1274,China (RN 07-12-015)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"PVC Female Adaptor, 1/2ﾔ ",,,,set,PHP,15,1350,China (RN 07-12-015)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"PVC Holder, ﾽﾔ ",,,,pcs,PHP,20,1350,China (RN 07-12-015)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"PVC Pipe, 1/2ﾔ Diameter",,,,pcs,PHP,175,21850,China (RN 07-12-015)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"PVC Pipe, 2ﾔ Diameter",,,,pcs,PHP,300,3310,China (RN 07-12-015)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"PVC Pipe, 4ﾔ Diameter ",,,,pcs,PHP,400,447,China (RN 07-12-015)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"PVC TEE, ﾽﾔ ",,,,pcs,PHP,40,1330,China (RN 07-12-015)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"PVC TEE, 2ﾔ ",,,,pcs,PHP,80,1210,China (RN 07-12-015)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"PVC TEE, 4ﾔ",,,,pcs,PHP,120,1250,China (RN 07-12-015)
FO1 WAREHOUSE,Food Items,Rice,,,,kgs,PHP,27.5,5,"Vox Dei Play & Learn Center, Imus Cavite"
FO1 WAREHOUSE,Food Items,"Rice and Soy Meal, 450g",,,,pck,PHP,50,5000,Second Harvest Japan
FO1 WAREHOUSE,Food Items,"Rice, NFA, 50kilos/sack",,,,kgs,PHP,27.5,32229,NFA Visayas
FO1 WAREHOUSE,Food Items,"Sardines (100tins/box) 155g, Family's Brand",,,,tins,PHP,12.5,175044,Universal Canning Inc.
FO1 WAREHOUSE,Food Items,"Sardines (100tins/box) 155g, Ligo Brand",,,,tins,PHP,11.93,200000,Puregold Price Club
FO1 WAREHOUSE,Food Items,"Sardines (100tins/box) 155g, Master Brand",,,,tins,PHP,11.93,300000,Puregold Price Club
FO1 WAREHOUSE,Medical Equipment/Supplies,"SELF-INFLATING MATTRESS, Therma Rest",,,,pcs,PHP,3500,11,Second Harvest Japan
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Shelter box,,,,set,PHP,78700,15,Jordan (RN 09-11-010)
FO1 WAREHOUSE,Medical Equipment/Supplies,"SHOE COVER, Universal, blue, heat sealed seam (150pairs/case)",,,,cs,PHP,2797.27,66,Second Harvest Japan
FO1 WAREHOUSE,Medical Equipment/Supplies,"SHOE COVER, Universal, medium blue, fluid impervious , heat sealed seam (150pairs/case)",,,,cs,PHP,4006.22,10,Second Harvest Japan
FO1 WAREHOUSE,Medical Equipment/Supplies,"SHOE COVER, Universal, white, heat sealed seam (150pairs/case)",,,,cs,PHP,2797.73,10,Second Harvest Japan
FO1 WAREHOUSE,Medical Equipment/Supplies,"SHOE COVER, Xlarge blue, heat sealed seam (150pairs/case)",,,,cs,PHP,2797.73,31,Second Harvest Japan
FO1 WAREHOUSE,Medical Equipment/Supplies,"SHOE COVER, XLarge, medium blue, fluid impervious, heat sealed seam (150pairs/case)",,,,cs,PHP,4006.22,21,Second Harvest Japan
FO1 WAREHOUSE,Medical Equipment/Supplies,"SHOE COVER, XLarge, white, heat sealed seam (150pairs/case)",,,,cs,PHP,2797.73,63,Second Harvest Japan
FO1 WAREHOUSE,Medical Equipment/Supplies,"SLEEVE PROTECTOR, Xlarge, Yellow, Sonic Welded, Tunneled elastic at both ends (100pairs/case)",,,,cs,PHP,2683.42,50,Second Harvest Japan
FO1 WAREHOUSE,Personal Hygiene,"Soap, bath, Safeguard, 25g",,,,pcs,PHP,8,360,UNICEF
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Solar Panel Model#F0003ww. Ready Set Kit,,,,set,PHP,2500,42,Second Harvest Japan
FO1 WAREHOUSE,Food Items,"Soup Mix, Dried Vegetables (127kilos)",,,,barrel,PHP,12700,1,Second Harvest Japan
FO1 WAREHOUSE,Food Items,"Soup Mix, Dried Vegetables (129kilos)",,,,barrel,PHP,12900,1,Second Harvest Japan
FO1 WAREHOUSE,Food Items,"Soup Mix, Dried Vegetables (130kilos)",,,,barrel,PHP,13000,1,Second Harvest Japan
FO1 WAREHOUSE,Food Items,"Soup Mix, Dried Vegetables (132kilos)",,,,barrel,PHP,13200,1,Second Harvest Japan
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"Sprayer Knapsack, manual operation",,,,pcs,PHP,474.47,96,China c/o Central Office (RN 07-11-013)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"Sprayer Knapsack, manual operation (incomplete set)",,,,pcs,PHP,474.47,13,China c/o Central Office (RN 07-11-013)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Spraying Equipment,,,,Unit,PHP,55000,50,China (RN 07-06-007)
FO1 WAREHOUSE,Sports/Recreation,"Stress ball, rubber round, asstd color",,,,pcs,PHP,25,140,Lokal Industries
FO1 WAREHOUSE,Clothings,"T shirt ladies/short sleeves, used",,,,kgs,PHP,50,2331,BOC c/o 400 bales (RN 2011-06-004)
FO1 WAREHOUSE,Textile/Curtain/etc,"Table cloth, used (8kilos)",,,,pcs,PHP,30,5,Filipino Expatriate Wire (Singapore)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"Tent, 270cm x 480cm x 200cm (H), used",,,,set,PHP,0,1,"Phil. Consulate General, Xiamen, China"
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"Tiles, 20x20cm, Granite",,,,pcs,PHP,24,39914,BOC
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"Tiles, 20x30cm, Ceramics",,,,pcs,PHP,20,16803,BOC
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"Tiles, 25x33cm, Ceramics ",,,,pcs,PHP,27.5,3275,BOC (08-04-004)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"Tiles, 30x30cm, Ceramics1",,,,pcs,PHP,40,1500,BOC (09-12-019)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"Tiles, 30x30cm, Ceramics2",,,,pcs,PHP,30,2168,BOC
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"Tiles, 30x30cm, Granite",,,,pcs,PHP,54,59873,BOC
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"Tiles, 30x60cm, Granite",,,,pcs,PHP,108,3500,BOC (08-10-013)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"Tiles, 40x40cm, Ceramics1",,,,pcs,PHP,95,5241,BOC (08-10-013)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"Tiles, 40x40cm, Ceramics2",,,,pcs,PHP,53,1280,BOC (2010-12-009)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"Tiles, 40x40cm, Ceramics3",,,,pcs,PHP,45,76,BOC (09-12-019)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"Tiles, 50x50cm, Granite (7pcs/box)1",,,,pcs,PHP,150,141,BOC (08-04-004)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"Tiles, 50x50cm, Granite (7pcs/box)2",,,,pcs,PHP,82.5,581,BOC (08-09-010)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"Tiles, Qixing 60x200mm 70pcs/box (Ceramics)",,,,bx,PHP,560,738,BOC (RN 2010-05-004)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"Tiles, Sanlolus 298x300mm 17pcs/box (Ceramics)",,,,bx,PHP,680,117,BOC (RN 2010-05-004)
FO1 WAREHOUSE,KIDS SUPPLIES,"Toys, used, assorted",,,,pcs,PHP,10,25,DSWD FO CAR
FO1 WAREHOUSE,Clothings,"Trench coat, used (135 pcs)",,,,kgs,PHP,50,143,BOC c/o 140 bales (RN 09-03-002)
FO1 WAREHOUSE,Clothings,"Trench coat, used (75kilos)",,,,pcs,PHP,30,61,BOC c/o 540 bales (RN 2011-06-004)
FO1 WAREHOUSE,Houseware Supplies,"Turner, aluminum, for big kawa, jumbo",,,,pcs,PHP,45,117,Merla B. Andres
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Ufilta bottles (Water Filtration system),,,,pcs,PHP,1077.97,900,"Aquafilta, Malaysia (2011-09-008)"
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Wash basin with fittings,,,,set,PHP,1858.19,150,China (RN 07-11-013)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Water Tank,,,,Unit,PHP,141570,1,JICA (RN 08-06-007)
FO1 WAREHOUSE,Medical Equipment/Supplies,"Wheelchair, 24"" wheels",,,,sets,PHP,1500,4,PGH PhiKappa (2010-07-005)
FO1 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Wooden Door ,,,,pcs,PHP,482,496,China (RN 07-12-015)
FO2 WAREHOUSE,Textile/Curtain/etc,Bath Towel,,,,pcs,PHP,95,11000,A. M. Ramos
FO2 WAREHOUSE,Textile/Curtain/etc,"Bath Towel, asst color, 68.58x127cm",,,,pcs,PHP,52,3581,Merla B. Andres
FO2 WAREHOUSE,Textile/Curtain/etc,"Blanket, family size, 70x90 (Jakarta/Iloco)",,,,pcs,PHP,99,3000,A. M. Ramos
FO2 WAREHOUSE,Textile/Curtain/etc,"Blanket, family size, 80x90 (Rose Brand)",,,,pcs,PHP,99,2325,Merla B. Andres
FO2 WAREHOUSE,Sleeping Gear,"Blanket, used",,,,pcs,PHP,30,160,Filipino Expatriate Wire (Singapore)
FO2 WAREHOUSE,Sleeping Gear,"Blanket, used heavy",,,,pcs,PHP,50,70,Filipino Expatriate Wire (Singapore)
FO2 WAREHOUSE,Clothings,"Briefs, for men (XL: 16packs x5= 80pcs, L: 10packs x5= 50pcs M: 12packs x5+3pcs= 63pcs, S: 16packs x5= 80pcs)",,,,box,PHP,8190,1,Winace Holding Company
FO2 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"Chain, steel, asstd sizes",,,,bags,PHP,0,549,China
FO2 WAREHOUSE,Medical Equipment/Supplies,"CHEMICAL PROTECTIVE BOOTS, Black (6pairs/case)",,,,cs,PHP,6000,19,Second Harvest Japan
FO2 WAREHOUSE,Repacked,Clothing packs,,,,pck,PHP,100,27177,Various donors
FO2 WAREHOUSE,Clothings,"Clothing, used, assorted, blouse, t shirt, sweatshirt, children t shirt, etc.)",,,,kgs,PHP,50,1487,"Sunlove, Singapore c/o BOC (2011-09-008)"
FO2 WAREHOUSE,Food Items,"Coffee 3 in 1, Kopiko, 20g",,,,pcs,PHP,3.69,284560,Tridharma Marketing
FO2 WAREHOUSE,Food Items,"Coffee 3 in 1, San Mig",,,,pcs,PHP,3.645,4580,Puregold Price Club
FO2 WAREHOUSE,Sleeping Gear,"Comforter, used (15kilos)",,,,pcs,PHP,40,10,Filipino Expatriate Wire (Singapore)
FO2 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Cord Reel,,,,Unit,PHP,14770,2,JICA (RN 08-06-007)
FO2 WAREHOUSE,Food Items,"Corned Beef (48tins/box) 150g, Bingo1",,,,tins,PHP,15.59395833,199060,Foodsphere Inc.
FO2 WAREHOUSE,Food Items,"Corned Beef (48tins/box) 150g, Bingo2",,FO-12005,,tins,PHP,15.59395833,400032,Foodsphere Inc.
FO2 WAREHOUSE,Medical Equipment/Supplies,"COVERALL, 2XLarge, White, Inset Sleeve, Zipper Closure, Tappered Collar, Elastic Wrist, Ankle & Back (25pcs/case)",,,,cs,PHP,8914.5,30,Second Harvest Japan
FO2 WAREHOUSE,Medical Equipment/Supplies,"COVERALL, 3XLarge, White, Inset Sleeve, Zipper Closure, Tapered Collar, Elastic Wrist, Ankle & Back (25pcs/case)",,,,cs,PHP,9562.16,28,Second Harvest Japan
FO2 WAREHOUSE,Medical Equipment/Supplies,"COVERALL, 5XLarge, White, Inset Sleeve, Zipper Closure, Tapered Collar, Elastic Wrist, Ankle & Back (25pcs/case)",,,,cs,PHP,11059.01,117,Second Harvest Japan
FO2 WAREHOUSE,Medical Equipment/Supplies,"COVERALL, 8 Xlarge White, Inset Sleeve, Zipper Closure, Tapered Collar, Elastic Wrist, Ankle & Back (25pcs/case)",,,,cs,PHP,8467.99,22,Second Harvest Japan
FO2 WAREHOUSE,Medical Equipment/Supplies,"COVERALL, Large, White, Inset Sleeve, Zipper Closure, Attached Aqua Track Boots, Elastic Hood, Wrist, Ankle & Back (25pcs/case)",,,,cs,PHP,7211.37,6,Second Harvest Japan
FO2 WAREHOUSE,Medical Equipment/Supplies,"COVERALL, Large, White, Inset Sleeve, Zipper Closure, Tapered Collar, Elastic Wrist, Ankle & Back (25pcs/case)",,,,cs,PHP,7211.37,6,Second Harvest Japan
FO2 WAREHOUSE,Medical Equipment/Supplies,"COVERALL, Medium, White, Inset Sleeve, Zipper Closure, Attached Aqua Track Boots, Elastic Wrist, Ankle & Back (25pcs/case)",,,,cs,PHP,7211.37,5,Second Harvest Japan
FO2 WAREHOUSE,Medical Equipment/Supplies,"COVERALL, Small, Blue, Inset Sleeve, Zipper Closure, Tapered Collar, Elastic Wrist, Ankle & Back (25pcs/case)",,,,cs,PHP,7211.37,20,Second Harvest Japan
FO2 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,"C-Perlin (19ft & 2.25"" x 4"" x 2"")",,,,pcs,PHP,770.54,1435,China (RN 07-11-013
FO2 WAREHOUSE,Medical Equipment/Supplies,"Crutch, forearm, aluminum, used (4ft)",,,,pair,PHP,300,1,"Dubai, UAE (RN 2010-08-006)"
FO2 WAREHOUSE,Houseware Supplies,"Cups, plastic with handle regular size",,,,pcs,PHP,8.99,2852,Emmaiah Mktg
FO2 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Decorative Boarder Tiles  25x33cm 10pcs/box - Ceramics,,,,bx,PHP,275,50,BOC (RN 08-10-013)
FO2 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Decorative Boarder Tiles 10x30cm 20pcs/box - Ceramics,,,,bx,PHP,200,25,BOC (RN 08-10-013)
FO2 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Decorative Boarder Tiles 10x33cm 22pcs/box - Ceramics,,,,bx,PHP,275,280,BOC (RN 08-10-013)
FO2 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Decorative Boarder Tiles 5x20cm - Ceramics,,,,pcs,PHP,8.5,9440,BOC (RN 08-10-013)
FO2 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Decorative Boarder Tiles 5x20cm 60pcs/box - Ceramics,,,,bx,PHP,510,70,BOC (RN 08-10-013)
FO2 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Decorative Boarder Tiles 5x30cm 40pcs/box - Ceramics,,,,bx,PHP,200,33,BOC (RN 08-10-013)
FO2 WAREHOUSE,Food Items,"Del Monte Fresh Cut Whole KernelCorn, 420g",,,,cans,PHP,0,9,ACS of the Philippines
FO2 WAREHOUSE,Food Items,"Del Monte Sweetened Pineapple, 1.36L",,,,cans,PHP,0,10,ACS of the Philippines
FO2 WAREHOUSE,Food Items,"Del Monte Tidbits Pineapple, 227g",,,,cans,PHP,0,6,ACS of the Philippines
FO2 WAREHOUSE,Houseware Supplies,"Dust mask, FOAM",,,,pcs,PHP,6.5,14900,Wyler Enter
FO2 WAREHOUSE,Medical Equipment/Supplies,"EASY DONNING TYVEK SLEEVE, Clean Room Whites, (50pairs/case)",,,,cs,PHP,10288.02,34,Second Harvest Japan
FO2 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Electrical outlet,,,,pcs,PHP,58.83,300,China (RN 07-11-013)
FO2 WAREHOUSE,Shelter/Housing/Electrical Supplies/Survival,Electrical wire 10mm,,,,roll,PHP,830.8,199,China (RN 07-11-013)
