Organisation,Branch,SubBranch,SubSubBranch,Type,Region,Country
Malagasy Red Cross Society,Haute Matsiatra,Ambalavao,Miarinarivo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambalavao,Sendrisoa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambalavao,Vohitsaoka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambohimahasoa,Ambalakindresy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambohimahasoa,Ambatosoa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambohimahasoa,Ambohimahasoa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambohimahasoa,Ambohinamboarina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambohimahasoa,Ampitana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambohimahasoa,Ankafina Tsarafidy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambohimahasoa,Ankerana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambohimahasoa,Befeta,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambohimahasoa,Camp Robin,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambohimahasoa,Fiadanana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambohimahasoa,Ikalalao,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambohimahasoa,Isaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambohimahasoa,Manandroy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambohimahasoa,Morafeno,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambohimahasoa,Sahatona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambohimahasoa,Sahave,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambohimahasoa,Vohiposa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ambohimahasoa,Vohitrarivo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Fianarantsoa I,Andrainjato Avaratra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Fianarantsoa I,Andrainjato Sud,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Fianarantsoa I,Lalazana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Fianarantsoa I,Manolafaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Fianarantsoa I,Tanana Ambany,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Fianarantsoa I,Tanana Ambony,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Fianarantsoa I,Vatosola,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ikalamavony,Ambatomainty,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ikalamavony,Fitampito,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ikalamavony,Ikalamavony,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ikalamavony,Mangidy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ikalamavony,Solila,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ikalamavony,Tanamarina Bekisopa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ikalamavony,Tanamarina Sakay,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Ikalamavony,Tsitondroina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Isandra,Ambalamidera II,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Isandra,Ambondrona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Isandra,Andoharanomaitso,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Isandra,Anjoma Itsara,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Isandra,Ankarinarivo Manirisoa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Isandra,Fanjakana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Isandra,Iavonomby Vohibola,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Isandra,Isorana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Isandra,Mahazoarivo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Isandra,Nasandratrony,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Isandra,Soatanana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Lalangina,Alakamisy Ambohimaha,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Lalangina,Alatsinainy Ialamarina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Lalangina,Ambalakely,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Lalangina,Ambalamahasoa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Lalangina,Andrainjato Centre,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Lalangina,Andrainjato Est,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Lalangina,Androy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Lalangina,Fandrandava,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Lalangina,Ialananindro,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Lalangina,Ivoamba,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Lalangina,Mahatsinjony,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Lalangina,Sahambavy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Lalangina,Taindambo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Vohibato,Alakamisy Itenina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Vohibato,Andranomiditra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Vohibato,Andranovorivato,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Vohibato,Ankaromalaza Mifanasoa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Vohibato,Ihazoara,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Vohibato,Mahaditra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Vohibato,Mahasoabe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Vohibato,Maneva,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Vohibato,Soaindrana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Vohibato,Talata Ampano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Vohibato,Vinanitelo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Vohibato,Vohibato Ouest,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Vohibato,Vohimarina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Haute Matsiatra,Vohibato,Vohitrafeno,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Iakora,Begogo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Iakora,Iakora,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Iakora,Ranotsara Nord,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Ihosy,Ambatolahy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Ihosy,Ambia,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Ihosy,Analaliry,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Ihosy,Analavoka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Ihosy,Andiolava,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Ihosy,Ankily,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Ihosy,Antsoha,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Ihosy,Ihosy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Ihosy,Ilakaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Ihosy,Irina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Ihosy,Mahasoa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Ihosy,Menamaty Iloto,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Ihosy,Ranohira,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Ihosy,Sahambano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Ihosy,Sakalalina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Ihosy,Satrokala,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Ihosy,Soamatasy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Ihosy,Tolohomiady,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Ihosy,Zazafotsy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Ivohibe,Antambohobe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Ivohibe,Ivohibe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Ivohibe,Ivongo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Ihorombe,Ivohibe,Maropaika,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Arivonimamo,Alakamisikely,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Arivonimamo,Ambatomanga,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Arivonimamo,Ambatomirahavavy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Arivonimamo,Amboanana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Arivonimamo,Ambohimandry,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Arivonimamo,Ambohimasina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Arivonimamo,Ambohipandrano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Arivonimamo,Ambohitrambo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Arivonimamo,Ampahimanga,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Arivonimamo,Antambolo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Arivonimamo,Antenimbe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Arivonimamo,Arivonimamo I,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Arivonimamo,Arivonimamo II,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Arivonimamo,Imerintsiatosika,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Arivonimamo,Mahatsinjo Est,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Arivonimamo,Manalalondo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Arivonimamo,Marofangady,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Arivonimamo,Miandrandra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Arivonimamo,Miantsoarivo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Arivonimamo,Morafeno,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Arivonimamo,Morarano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Arivonimamo,Rambolamasoandro Andranomiely,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Miarinarivo,Alatsinainikely,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Miarinarivo,Ambatomanjaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Miarinarivo,Analavory,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Miarinarivo,Andolofotsy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Miarinarivo,Anosibe Ifanja,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Miarinarivo,Antoby Est,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Miarinarivo,Manazary,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Miarinarivo,Mandiavato,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Miarinarivo,Miarinarivo I,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Miarinarivo,Miarinarivo II,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Miarinarivo,Sarobaratra Ifanja,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Miarinarivo,Soamahamanina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Miarinarivo,Soavimbazaha,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Miarinarivo,Zoma Bealoka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Soavinandriana,Ambatoasana Centre,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Soavinandriana,Amberomanga,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Soavinandriana,Amparaky,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Soavinandriana,Amparibohitra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Soavinandriana,Ampary,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Soavinandriana,Ampefy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Soavinandriana,Ankaranana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Soavinandriana,Ankisabe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Soavinandriana,Antanetibe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Soavinandriana,Dondona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Soavinandriana,Mahavelona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Soavinandriana,Mananasy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Soavinandriana,Masindray,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Soavinandriana,Soavinandriana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Itasy,Soavinandriana,Tamponala,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Ambatomainty,Ambatomainty,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Ambatomainty,Bemarivo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Ambatomainty,Marotsialeha,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Ambatomainty,Sarodrano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Antsalova,Antsalova,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Antsalova,Bekopaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Antsalova,Masoarivo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Antsalova,Soahany,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Antsalova,Trangahy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Besalampy,Ambolodia Sud,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Besalampy,Ampako,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Besalampy,Ankasakasa Tsibiray,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Besalampy,Bekodoka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Besalampy,Besalampy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Besalampy,Mahabe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Besalampy,Marovoay Sud,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Besalampy,Soanenga,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Maintirano,Andabotoka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Maintirano,Andranovao,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Maintirano,Andrea,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Maintirano,Ankisatra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Maintirano,Antsaidoha Bebao,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Maintirano,Antsondrodava,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Maintirano,Bebaboky Sud,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Maintirano,Belitsaky,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Maintirano,Bemokotra Sud,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Maintirano,Berevo/ranobe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Maintirano,Betanatanana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Maintirano,Mafaijijo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Maintirano,Maintirano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Maintirano,Marohazo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Maintirano,Maromavo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Maintirano,Tambohorano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Maintirano,Veromanga,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Morafenobe,Andramy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Morafenobe,Beravina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Melaky,Morafenobe,Morafenobe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Belo Sur Tsiribihina,Aboalimena,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Belo Sur Tsiribihina,Ambiky,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Belo Sur Tsiribihina,Andimaky Manambolo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Belo Sur Tsiribihina,Ankalalobe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Belo Sur Tsiribihina,Ankiroroky,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Belo Sur Tsiribihina,Antsoha,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Belo Sur Tsiribihina,Belinta,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Belo Sur Tsiribihina,Belo Sur Tsiribihina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Belo Sur Tsiribihina,Bemarivo Ankirondro,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Belo Sur Tsiribihina,Berevo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Belo Sur Tsiribihina,Beroboka Nord,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Belo Sur Tsiribihina,Masoarivo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Belo Sur Tsiribihina,Tsaraotana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Belo Sur Tsiribihina,Tsimafana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Mahabo,Ambia,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Mahabo,Ampanihy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Mahabo,Analamitsivala,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Mahabo,Ankilivalo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Mahabo,Ankilizato,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Mahabo,Befotaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Mahabo,Beronono,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Mahabo,Mahabo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Mahabo,Malaimbandy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Mahabo,Mandabe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Mahabo,Mazavasoa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Manja,Andranopasy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Manja,Ankiliabo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Manja,Anontsibe Centre,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Manja,Beharona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Manja,Manja,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Manja,Soaserana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Miandrivazo,Ambatolahy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Miandrivazo,Ampanihy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Miandrivazo,Ankavandra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Miandrivazo,Ankondromena,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Miandrivazo,Ankotrofotsy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Miandrivazo,Anosimena,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Miandrivazo,Bemahatazana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Miandrivazo,Betsipolitra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Miandrivazo,Dabolava,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Miandrivazo,Isalo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Miandrivazo,Itondy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Miandrivazo,Manambina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Miandrivazo,Manandaza,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Miandrivazo,Miandrivazo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Miandrivazo,Soaloka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Morondava,Analaiva,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Morondava,Befasy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Menabe,Morondava,Belo Sur Mer,Red Cross / Red Crescent,Indian Ocean,MG
